tool,project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
RSRepair,Closure,33,0,[576],[576],[0.6],[0.667],1.267,False
RSRepair,Closure,45,0,[594],[594],[1.0],[0.778],1.778,False
RSRepair,Closure,21,0,[118],[118],[0.298],[0.412],0.71,False
RSRepair,Lang,13,0,[99],[99],[0.684],[0.632],1.316,False
RSRepair,Lang,16,0,[545],[545],[0.364],[0.235],0.599,False
RSRepair,Lang,7,0,[453],[453],[0.884],[0.878],1.762,False
SketchFix,Chart,11,1,[275],[275],[1.0],[1.0],2.0,True
SketchFix,Chart,20,1,[95],[95],[1.0],[0.933],1.933,True
SketchFix,Chart,1,1,[1797],[1797],[1.0],[1.0],2.0,True
SketchFix,Chart,24,1,[126],[126],[1.0],[0.933],1.933,True
SketchFix,Chart,8,1,[175],[175],[0.5],[0.545],1.045,True
SketchFix,Chart,9,1,[944],[944],[0.565],[0.72],1.285,True
SketchFix,Math,5,1,[305],[305],[1.0],[0.75],1.75,True
SketchFix,Math,50,1,[187],[187],[0.0],[0.0],0.0,True
SketchFix,Math,70,1,[72],[72],[0.826],[1.0],1.826,True
SketchFix,Math,59,1,[3482],[3482],[1.0],[1.0],2.0,True
SketchFix,Math,33,1,[338],[338],[1.0],[0.865],1.865,True
SketchFix,Math,82,1,[82],[82],[1.0],[0.96],1.96,True
SketchFix,Closure,14,1,[767],[767],[1.0],[0.933],1.933,True
SketchFix,Closure,126,1,[141],[141],[0.68],[0.815],1.495,True
SketchFix,Lang,59,1,[884],[884],[1.0],[0.919],1.919,True
SketchFix,Lang,6,1,[95],[95],[1.0],[0.889],1.889,True
CapGen,Chart,11,1,[274],[274],[1.0],[1.0],2.0,True
CapGen,Chart,11,2,[275],[275],[1.0],[1.0],2.0,True
CapGen,Chart,1,1,[1797],[1797],[1.0],[1.0],2.0,True
CapGen,Chart,24,1,[126],[126],[1.0],[0.933],1.933,True
CapGen,Chart,8,1,[175],[175],[0.5],[0.545],1.045,True
CapGen,Math,58,1,[121],[121],[0.667],[0.727],1.394,True
CapGen,Math,5,1,[305],[305],[0.478],[0.429],0.907,True
CapGen,Math,75,1,[303],[303],[1.0],[0.923],1.923,True
CapGen,Math,65,1,[258],[258],[0.514],[0.889],1.403,True
CapGen,Math,70,1,[72],[72],[0.75],[0.926],1.676,True
CapGen,Math,59,1,[3482],[3482],[1.0],[1.0],2.0,True
CapGen,Math,85,1,[198],[198],[0.556],[0.833],1.389,True
CapGen,Math,53,1,[153],[153],[0.422],[0.7],1.122,True
CapGen,Math,53,2,[152],[152],[0.422],[0.7],1.122,True
CapGen,Math,63,1,[417],[417],[0.25],[0.333],0.583,True
CapGen,Math,33,1,[338],[338],[1.0],[0.865],1.865,True
CapGen,Math,57,1,[175],[175],[1.0],[0.946],1.946,True
CapGen,Math,30,1,[173],[173],[1.0],[0.889],1.889,True
CapGen,Math,80,1,[1135],[1135],[0.825],[0.9],1.725,True
CapGen,Lang,59,1,[884],[884],[1.0],[0.919],1.919,True
CapGen,Lang,26,1,[820],[820],[0.8],[0.963],1.763,True
CapGen,Lang,43,1,[421],[421],[0.943],[0.879],1.822,True
CapGen,Lang,43,2,[420],[420],[0.769],[0.767],1.536,True
CapGen,Lang,43,3,[422],[422],[0.939],[0.781],1.72,True
CapGen,Lang,57,1,[223],[223],[0.36],[0.619],0.979,True
CapGen,Lang,57,2,[223],[223],[0.312],[0.56],0.872,True
CapGen,Lang,57,3,[223],[223],[0.455],[0.619],1.074,True
CapGen,Lang,6,1,[95],[95],[1.0],[0.889],1.889,True
SequenceR,Chart,11,1,[275],[275],[1.0],[1.0],2.0,True
SequenceR,Chart,1,1,[1797],[1797],[0.704],[1.0],1.704,True
SequenceR,Chart,9,1,[944],[944],[0.667],[0.857],1.524,True
SequenceR,Math,58,1,[121],[121],[0.667],[0.81],1.477,True
SequenceR,Math,5,1,[305],[305],[0.846],[0.667],1.513,True
SequenceR,Math,75,1,[303],[303],[0.391],[0.786],1.177,True
SequenceR,Math,85,1,[198],[198],[0.556],[0.912],1.468,True
SequenceR,Math,82,1,[82],[82],[0.853],[0.98],1.833,True
SequenceR,Math,82,2,[82],[82],[0.853],[0.98],1.833,True
SequenceR,Math,57,1,[175],[175],[1.0],[0.946],1.946,True
SequenceR,Math,30,1,[173],[173],[1.0],[0.789],1.789,True
SequenceR,Closure,18,1,[1288],[1288],[0.556],[0.75],1.306,True
SequenceR,Closure,73,1,[1045],[1045],[0.182],[0.25],0.432,True
SequenceR,Closure,73,2,[1045],[1045],[0.133],[0.5],0.633,True
SequenceR,Closure,86,1,[2465],[2465],[1.0],[0.867],1.867,True
SequenceR,Lang,59,1,[884],[884],[1.0],[0.892],1.892,True
SequenceR,Lang,6,1,[95],[95],[1.0],[0.882],1.882,True
SOFix,Chart,11,1,[274],[274],[1.0],[1.0],2.0,True
SOFix,Chart,1,1,[1797],[1797],[1.0],[1.0],2.0,True
SOFix,Chart,24,1,[126],[126],[0.733],[0.966],1.699,True
SOFix,Chart,26,1,[1192],[1192],[0.677],[0.692],1.369,True
SOFix,Chart,4,1,"[4492, 4503]","[4492, 4503]","[0.8, 0.6]","[0.833, 0.583]",1.408,True
SOFix,Time,19,1,[900],[900],[1.0],[0.9],1.9,True
SOFix,Math,58,1,[],[],[1],[1],2.0,True
SOFix,Math,5,1,[305],[305],[1.0],[0.75],1.75,True
SOFix,Math,75,1,[303],[303],[1.0],[0.923],1.923,True
SOFix,Math,50,1,[187],[187],[0.0],[0.0],0.0,True
SOFix,Math,70,1,[72],[72],[0.75],[0.926],1.676,True
SOFix,Math,59,1,[3482],[3482],[1.0],[1.0],2.0,True
SOFix,Math,85,1,[198],[198],[0.556],[0.833],1.389,True
SOFix,Math,34,1,[209],[209],[0.625],[0.9],1.525,True
SOFix,Math,33,1,[338],[338],[1.0],[0.865],1.865,True
SOFix,Math,82,1,[82],[82],[1.0],[0.96],1.96,True
SOFix,Math,2,1,[],[],[1],[1],2.0,True
SOFix,Math,57,1,[175],[175],[1.0],[0.946],1.946,True
SOFix,Math,80,1,[1135],[1135],[0.825],[0.9],1.725,True
SOFix,Lang,51,1,[682],[682],[0.833],[0.778],1.611,True
SOFix,Lang,59,1,[884],[884],[1.0],[0.919],1.919,True
SOFix,Lang,6,1,[95],[95],[1.0],[0.889],1.889,True
Jaid,Chart,1,1,[1797],[1797],[1.0],[1.0],2.0,True
Jaid,Chart,24,1,[126],[126],[0.974],[0.967],1.941,True
Jaid,Chart,24,2,[126],[126],[0.489],[0.625],1.114,True
Jaid,Chart,26,1,[1190],[1190],[0.568],[0.771],1.339,True
Jaid,Chart,26,2,[1191],[1191],[0.333],[0.375],0.708,True
Jaid,Chart,26,3,[1192],[1192],[0.351],[0.45],0.801,True
Jaid,Chart,9,1,[944],[944],[0.481],[0.76],1.241,True
Jaid,Chart,9,2,[944],[944],[0.448],[0.704],1.152,True
Jaid,Math,5,1,[303],[303],[0.4],[0.714],1.114,True
Jaid,Math,5,2,[305],[305],[0.417],[0.333],0.75,True
Jaid,Math,5,3,[300],[300],[0.5],[0.647],1.147,True
Jaid,Math,50,1,[187],[187],[0.167],[0.2],0.367,True
Jaid,Math,85,1,[198],[198],[1.0],[0.912],1.912,True
Jaid,Math,53,1,[153],[153],[0.355],[0.515],0.87,True
Jaid,Math,53,2,[152],[152],[0.355],[0.515],0.87,True
Jaid,Math,32,1,[136],[136],[0.644],[0.767],1.411,True
Jaid,Math,82,1,[82],[82],[1.0],[0.96],1.96,True
Jaid,Math,80,1,[1136],[1136],[0.0],[0.0],0.0,True
Jaid,Math,80,2,[1136],[1136],[0.868],[0.862],1.73,True
Jaid,Closure,18,1,[1288],[1288],[0.579],[0.81],1.389,True
Jaid,Closure,31,1,[1285],[1285],[0.846],[0.773],1.619,True
Jaid,Closure,40,1,[635],[635],[1.0],[0.953],1.953,True
Jaid,Closure,70,1,[1745],[1745],[1.0],[0.941],1.941,True
Jaid,Closure,63,1,[98],[98],[1.0],[1.0],2.0,True
Jaid,Closure,73,1,[1045],[1045],[1.0],[0.6],1.6,True
Jaid,Closure,126,1,[141],[141],[0.65],[0.783],1.433,True
Jaid,Closure,62,1,[98],[98],[0.736],[0.824],1.56,True
Jaid,Closure,33,1,[557],[557],[0.062],[0.0],0.062,True
Jaid,Lang,51,5,[672],[672],[0.195],[0.45],0.645,True
Jaid,Lang,51,1,[677],[677],[0.557],[0.517],1.074,True
Jaid,Lang,51,2,[672],[672],[0.25],[0.5],0.75,True
Jaid,Lang,51,4,[677],[677],[0.5],[0.567],1.067,True
Jaid,Lang,51,3,[677],[677],[0.5],[0.533],1.033,True
Jaid,Lang,51,6,[672],[672],[0.195],[0.5],0.695,True
Jaid,Lang,55,1,[118],[118],[0.588],[0.857],1.445,True
Jaid,Lang,33,1,[910],[910],[0.646],[0.696],1.342,True
Jaid,Lang,33,2,[910],[910],[0.62],[0.739],1.359,True
Jaid,Lang,38,1,[872],[872],[0.76],[0.771],1.531,True
Jaid,Lang,38,2,[872],[872],[0.76],[0.794],1.554,True
Jaid,Lang,38,4,[872],[872],[0.5],[0.595],1.095,True
Jaid,Lang,38,3,[872],[872],[0.5],[0.579],1.079,True
Jaid,Lang,45,1,[610],[610],[0.207],[0.381],0.588,True
SketchFix,Chart,1,1,[1797],[1797],[0.714],[0.71],1.424,False
SketchFix,Chart,1,2,[1798],[1798],[0.778],[0.656],1.434,False
SketchFix,Math,70,1,"[72, 91]","[72, 91]","[0.826, 0.75]","[1.0, 0.958]",1.767,False
SketchFix,Math,70,2,"[72, 91]","[72, 91]","[0.826, 0.75]","[1.0, 0.815]",1.696,False
SketchFix,Math,33,1,"[99, 108]","[99, 109]","[0.805, 0.846]","[0.816, 0.727]",1.597,False
SketchFix,Math,82,1,[82],[82],[1.0],[0.961],1.961,False
SketchFix,Math,82,2,[84],[84],[0.778],[0.939],1.717,False
SketchFix,Lang,6,1,[95],[95],[0.742],[0.889],1.631,False
SketchFix,Lang,6,2,[95],[95],[0.75],[0.842],1.592,False
CapGen,Math,5,1,[345],[345],[0.303],[0.591],0.894,False
CapGen,Math,5,2,[345],[345],[0.303],[0.591],0.894,False
CapGen,Math,5,3,[345],[345],[0.344],[0.636],0.98,False
CapGen,Math,85,1,[198],[198],[1.0],[0.886],1.886,False
CapGen,Math,85,2,[198],[198],[1.0],[1.0],2.0,False
CapGen,Math,85,3,[198],[198],[0.429],[0.842],1.271,False
CapGen,Math,63,5,[417],[417],[0.605],[0.619],1.224,False
CapGen,Math,63,1,[417],[417],[0.283],[0.333],0.616,False
CapGen,Math,63,7,[417],[417],[0.523],[0.652],1.175,False
CapGen,Math,63,8,[417],[417],[0.571],[0.609],1.18,False
CapGen,Math,63,2,[417],[417],[0.355],[0.667],1.022,False
CapGen,Math,63,4,[417],[417],[0.571],[0.542],1.113,False
CapGen,Math,63,3,[417],[417],[0.355],[0.471],0.826,False
CapGen,Math,63,6,[417],[417],[0.605],[0.75],1.355,False
CapGen,Math,80,5,[1139],[1139],[1.0],[0.926],1.926,False
CapGen,Math,80,1,[1136],[1136],[1.0],[0.893],1.893,False
CapGen,Math,80,7,[1135],[1135],[0.797],[0.818],1.615,False
CapGen,Math,80,10,[1139],[1139],[0.808],[0.963],1.771,False
CapGen,Math,80,8,[1135],[1135],[0.719],[0.844],1.563,False
CapGen,Math,80,2,[1135],[1135],[1.0],[0.9],1.9,False
CapGen,Math,80,4,[1140],[1140],[1.0],[0.913],1.913,False
CapGen,Math,80,3,[1136],[1136],[0.75],[0.862],1.612,False
CapGen,Math,80,9,[1139],[1139],[0.808],[0.963],1.771,False
CapGen,Math,80,6,[1139],[1139],[1.0],[0.926],1.926,False
CapGen,Lang,59,13,[883],[883],[0.814],[0.816],1.63,False
CapGen,Lang,59,11,[880],[880],[0.783],[0.83],1.613,False
CapGen,Lang,59,5,[884],[884],[0.767],[0.75],1.517,False
CapGen,Lang,59,12,[883],[883],[0.814],[0.816],1.63,False
CapGen,Lang,59,1,[880],[880],[0.818],[0.911],1.729,False
CapGen,Lang,59,7,[879],[879],[0.783],[0.826],1.609,False
CapGen,Lang,59,10,[880],[880],[0.783],[0.83],1.613,False
CapGen,Lang,59,8,[880],[880],[0.783],[0.891],1.674,False
CapGen,Lang,59,2,[880],[880],[0.818],[0.911],1.729,False
CapGen,Lang,59,4,[884],[884],[0.767],[0.75],1.517,False
CapGen,Lang,59,3,[879],[879],[0.783],[0.826],1.609,False
CapGen,Lang,59,9,[880],[880],[0.783],[0.891],1.674,False
CapGen,Lang,59,6,[881],[881],[0.783],[0.83],1.613,False
CapGen,Lang,43,1,[422],[422],[0.838],[0.694],1.532,False
SequenceR,Chart,1,2,[1797],[1797],[0.625],[0.88],1.505,False
SequenceR,Chart,1,4,[1797],[1797],[0.625],[0.88],1.505,False
SequenceR,Chart,1,3,[1797],[1797],[0.526],[0.846],1.372,False
SequenceR,Math,59,1,[3482],[3482],[1.0],[1.0],2.0,False
SequenceR,Math,85,13,[198],[198],[0.429],[0.889],1.318,False
SequenceR,Math,85,11,[198],[198],[0.405],[0.789],1.194,False
SequenceR,Math,85,5,[198],[198],[0.556],[0.886],1.442,False
SequenceR,Math,85,12,[198],[198],[0.417],[0.789],1.206,False
SequenceR,Math,85,15,[198],[198],[0.417],[0.789],1.206,False
SequenceR,Math,85,14,[198],[198],[0.417],[0.816],1.233,False
SequenceR,Math,85,16,[198],[198],[0.405],[0.865],1.27,False
SequenceR,Math,85,7,[198],[198],[0.429],[0.882],1.311,False
SequenceR,Math,85,10,[198],[198],[0.429],[0.882],1.311,False
SequenceR,Math,85,8,[198],[198],[0.455],[0.97],1.425,False
SequenceR,Math,85,2,[198],[198],[0.556],[0.857],1.413,False
SequenceR,Math,85,17,[198],[198],[0.405],[0.789],1.194,False
SequenceR,Math,85,4,[198],[198],[0.6],[0.882],1.482,False
SequenceR,Math,85,3,[198],[198],[0.6],[0.882],1.482,False
SequenceR,Math,85,9,[198],[198],[0.429],[0.889],1.318,False
SequenceR,Math,85,6,[198],[198],[0.429],[0.889],1.318,False
SequenceR,Math,63,1,[417],[417],[0.357],[0.533],0.89,False
SequenceR,Math,82,3,[82],[82],[0.75],[0.961],1.711,False
SequenceR,Math,80,1,[1135],[1135],[0.793],[0.897],1.69,False
SequenceR,Closure,123,1,[285],[285],[0.818],[0.812],1.63,False
SequenceR,Closure,18,5,[1288],[1288],[0.31],[0.773],1.083,False
SequenceR,Closure,18,1,[1288],[1288],[0.333],[0.905],1.238,False
SequenceR,Closure,18,4,[1288],[1288],[0.29],[0.783],1.073,False
SequenceR,Closure,18,3,[1288],[1288],[0.31],[0.857],1.167,False
SequenceR,Closure,73,1,[1045],[1045],[0.182],[0.25],0.432,False
SequenceR,Closure,86,5,[2465],[2465],[0.308],[0.565],0.873,False
SequenceR,Closure,86,2,[2465],[2465],[0.444],[0.684],1.128,False
SequenceR,Closure,86,4,[2465],[2465],[0.444],[0.619],1.063,False
SequenceR,Closure,86,3,[2465],[2465],[0.444],[0.765],1.209,False
SequenceR,Closure,93,5,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,93,1,[789],[789],[0.571],[0.727],1.298,False
SequenceR,Closure,93,10,[789],[789],[0.467],[0.727],1.194,False
SequenceR,Closure,93,8,[789],[789],[0.467],[1.0],1.467,False
SequenceR,Closure,93,2,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,93,4,[789],[789],[1.0],[0.889],1.889,False
SequenceR,Closure,93,3,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,93,9,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,93,6,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,38,1,[245],[245],[0.579],[0.895],1.474,False
SequenceR,Closure,38,2,[245],[245],[0.357],[0.818],1.175,False
SequenceR,Closure,38,3,[245],[245],[0.357],[0.9],1.257,False
SequenceR,Closure,92,5,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,92,1,[789],[789],[0.571],[0.727],1.298,False
SequenceR,Closure,92,7,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,92,10,[789],[789],[0.467],[0.727],1.194,False
SequenceR,Closure,92,8,[789],[789],[0.467],[1.0],1.467,False
SequenceR,Closure,92,2,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,92,4,[789],[789],[1.0],[0.889],1.889,False
SequenceR,Closure,92,3,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,92,9,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Closure,92,6,[789],[789],[1.0],[0.636],1.636,False
SequenceR,Lang,6,2,[95],[95],[0.742],[0.882],1.624,False
SOFix,Math,2,1,[137],[137],[1.0],[1.0],2.0,False
SOFix,Math,2,2,[137],[137],[1.0],[1.0],2.0,False
Jaid,Chart,1,1,[1798],[1798],[0.583],[0.647],1.23,False
Jaid,Chart,1,2,[1797],[1797],[0.556],[0.733],1.289,False
Jaid,Chart,1,3,[1798],[1798],[0.553],[0.564],1.117,False
Jaid,Chart,26,1,[1190],[1190],[0.75],[0.594],1.344,False
Jaid,Chart,26,2,[1190],[1190],[0.611],[0.75],1.361,False
Jaid,Chart,9,1,[944],[944],[0.208],[0.24],0.448,False
Jaid,Chart,9,2,[947],[947],[0.156],[0.229],0.385,False
Jaid,Chart,9,3,[947],[947],[0.156],[0.211],0.367,False
Jaid,Math,50,1,[187],[187],[0.25],[0.0],0.25,False
Jaid,Math,50,3,[188],[188],[0.122],[0.083],0.205,False
Jaid,Math,85,1,[198],[198],[0.613],[0.892],1.505,False
Jaid,Math,85,2,[198],[198],[0.514],[0.805],1.319,False
Jaid,Math,85,4,[198],[198],[0.5],[0.786],1.286,False
Jaid,Math,85,3,[198],[198],[0.543],[0.721],1.264,False
Jaid,Math,53,1,[152],[152],[0.355],[0.515],0.87,False
Jaid,Math,53,2,[153],[153],[0.273],[0.5],0.773,False
Jaid,Math,53,3,[153],[153],[0.235],[0.5],0.735,False
Jaid,Math,32,1,[136],[136],[0.644],[0.767],1.411,False
Jaid,Math,82,1,[85],[85],[0.667],[0.793],1.46,False
Jaid,Math,82,2,[86],[86],[0.556],[0.727],1.283,False
Jaid,Math,82,4,[85],[85],[0.656],[0.677],1.333,False
Jaid,Math,82,3,[84],[84],[0.667],[0.838],1.505,False
Jaid,Math,80,1,[1136],[1136],[0.525],[0.613],1.138,False
Jaid,Math,80,2,[1136],[1136],[0.0],[0.0],0.0,False
Jaid,Math,80,3,[1136],[1136],[0.525],[0.562],1.087,False
Jaid,Closure,63,1,[98],[98],[0.736],[0.848],1.584,False
Jaid,Closure,62,1,[98],[98],[0.736],[0.848],1.584,False
Jaid,Closure,33,1,[568],[568],[0.422],[0.587],1.009,False
Jaid,Closure,33,2,[572],[572],[0.3],[0.558],0.858,False
Jaid,Lang,61,1,[1780],[1780],[0.692],[0.833],1.525,False
Jaid,Lang,61,2,[1780],[1780],[0.692],[0.833],1.525,False
Jaid,Lang,51,1,[677],[677],[0.493],[0.516],1.009,False
Jaid,Lang,51,2,[677],[677],[0.554],[0.6],1.154,False
Jaid,Lang,51,3,[672],[672],[0.275],[0.526],0.801,False
Jaid,Lang,55,1,[118],[118],[0.5],[0.639],1.139,False
Jaid,Lang,55,2,[118],[118],[0.441],[0.632],1.073,False
Jaid,Lang,55,3,[115],[115],[0.515],[0.703],1.218,False
Jaid,Lang,45,1,[610],[610],[0.207],[0.381],0.588,False
Jaid,Lang,45,2,[610],[610],[0.207],[0.381],0.588,False
