project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
Chart,13,mutant-9,449,449,0.39,0.474,0.864,False
Chart,13,mutant-2,84,84,1.0,0.939,1.939,False
Chart,13,mutant-1,454,454,1.0,1.0,2.0,False
Chart,13,mutant-5,454,454,1.0,1.0,2.0,False
Chart,13,mutant-8,454,454,0.622,0.704,1.326,False
Chart,13,mutant-6,453,453,0.829,0.773,1.602,False
Chart,13,mutant-4,84,84,1.0,0.939,1.939,False
Chart,13,mutant-13,454,454,1.0,0.926,1.926,False
Chart,13,mutant-3,444,444,0.854,0.8,1.654,False
Chart,13,mutant-11,450,450,1.0,1.0,2.0,False
Chart,13,mutant-10,449,449,0.421,0.5,0.921,False
Chart,13,mutant-7,84,84,0.789,0.909,1.698,False
Chart,13,mutant-12,450,450,1.0,1.0,2.0,False
Chart,11,mutant-2,275,275,1.0,1.0,2.0,True
Chart,11,mutant-1,274,274,1.0,1.0,2.0,False
Chart,5,mutant-2,527,527,1.0,1.0,2.0,False
Chart,5,mutant-1,563,563,0.882,0.789,1.671,False
Chart,12,mutant-2,161,161,0.913,0.917,1.83,False
Chart,12,mutant-1,145,145,0.864,0.943,1.807,True
Chart,15,mutant-1,1219,1219,0.462,0.577,1.039,False
Chart,20,mutant-1,95,95,1.0,0.933,1.933,True
Chart,1,mutant-2,1797,1797,1.0,1.0,2.0,True
Chart,1,mutant-1,1797,1797,0.826,0.87,1.696,False
Chart,25,mutant-227,2560,2560,0.815,0.75,1.565,False
Chart,25,mutant-203,2868,2868,1.0,0.953,1.953,False
Chart,25,mutant-131,1318,1318,0.833,0.881,1.714,False
Chart,25,mutant-27,2559,2559,0.6,0.688,1.288,False
Chart,25,mutant-253,564,564,0.692,0.812,1.504,False
Chart,25,mutant-24,524,524,0.815,0.844,1.659,False
Chart,25,mutant-155,108,108,0.688,0.897,1.585,False
Chart,25,mutant-230,2673,2673,0.605,0.636,1.241,False
Chart,25,mutant-246,577,577,1.0,0.909,1.909,False
Chart,25,mutant-244,575,575,1.0,0.857,1.857,False
Chart,25,mutant-69,418,418,0.733,0.85,1.583,False
Chart,25,mutant-50,526,526,1.0,0.881,1.881,False
Chart,25,mutant-248,570,570,0.619,0.714,1.333,False
Chart,25,mutant-9,2672,2672,1.0,0.818,1.818,False
Chart,25,mutant-135,1318,1318,0.872,0.884,1.756,False
Chart,25,mutant-86,2855,2855,0.769,0.837,1.606,False
Chart,25,mutant-232,2558,2558,0.778,0.875,1.653,False
Chart,25,mutant-78,2559,2559,0.517,0.579,1.096,False
Chart,25,mutant-171,273,273,0.4,0.615,1.015,False
Chart,25,mutant-170,126,126,0.857,0.882,1.739,False
Chart,25,mutant-162,111,111,0.773,0.778,1.551,False
Chart,25,mutant-266,95,95,0.667,0.667,1.334,False
Chart,25,mutant-116,2867,2867,1.0,0.979,1.979,False
Chart,25,mutant-57,524,524,1.0,0.848,1.848,False
Chart,25,mutant-212,239,239,1.0,0.929,1.929,False
Chart,25,mutant-23,527,527,0.894,0.865,1.759,False
Chart,25,mutant-251,577,577,1.0,0.909,1.909,False
Chart,25,mutant-185,299,299,0.792,0.727,1.519,False
Chart,25,mutant-149,248,248,0.5,0.7,1.2,False
Chart,25,mutant-20,528,528,1.0,0.935,1.935,False
Chart,25,mutant-272,2863,2863,1.0,0.98,1.98,False
Chart,25,mutant-30,528,528,1.0,0.935,1.935,False
Chart,25,mutant-257,574,574,0.079,0.091,0.17,False
Chart,25,mutant-109,2861,2861,0.838,0.854,1.692,False
Chart,25,mutant-17,528,528,1.0,0.935,1.935,False
Chart,25,mutant-15,358,358,0.733,0.85,1.583,False
Chart,25,mutant-163,111,111,0.773,0.778,1.551,False
Chart,25,mutant-31,528,528,1.0,0.935,1.935,False
Chart,25,mutant-77,2558,2558,0.6,0.688,1.288,False
Chart,25,mutant-147,2863,2863,0.8,0.923,1.723,False
Chart,25,mutant-209,237,237,0.679,0.781,1.46,False
Chart,25,mutant-243,575,575,1.0,0.857,1.857,False
Chart,25,mutant-2,2860,2860,0.724,0.818,1.542,False
Chart,25,mutant-58,524,524,1.0,0.848,1.848,False
Chart,25,mutant-1,2672,2672,1.0,0.818,1.818,False
Chart,25,mutant-113,1187,1187,1.0,0.9,1.9,False
Chart,25,mutant-63,528,528,0.796,0.906,1.702,False
Chart,25,mutant-261,577,577,0.944,1.0,1.944,False
Chart,25,mutant-169,273,273,0.8,0.857,1.657,False
Chart,25,mutant-48,523,523,0.724,0.818,1.542,False
Chart,25,mutant-55,525,525,1.0,0.844,1.844,False
Chart,25,mutant-34,528,528,1.0,0.935,1.935,False
Chart,25,mutant-56,392,392,1.0,0.5,1.5,False
Chart,25,mutant-224,239,239,1.0,0.929,1.929,False
Chart,25,mutant-241,570,570,0.619,0.714,1.333,False
Chart,25,mutant-270,2863,2863,1.0,0.942,1.942,False
Chart,25,mutant-167,110,110,1.0,1.0,2.0,False
Chart,25,mutant-105,1187,1187,0.75,0.935,1.685,False
Chart,25,mutant-47,523,523,0.778,0.844,1.622,False
Chart,25,mutant-186,110,110,0.818,0.889,1.707,False
Chart,25,mutant-176,2865,2865,1.0,1.0,2.0,False
Chart,25,mutant-161,273,273,0.368,0.857,1.225,False
Chart,25,mutant-33,528,528,1.0,0.935,1.935,False
Chart,25,mutant-5,2865,2865,1.0,0.96,1.96,False
Chart,25,mutant-38,528,528,1.0,0.935,1.935,False
Chart,25,mutant-40,2868,2868,0.644,0.568,1.212,False
Chart,25,mutant-79,2559,2559,0.484,0.55,1.034,False
Chart,25,mutant-142,1187,1187,0.448,0.676,1.124,False
Chart,25,mutant-229,2673,2673,0.639,0.636,1.275,False
Chart,25,mutant-153,264,264,0.8,0.857,1.657,False
Chart,25,mutant-36,362,362,1.0,0.5,1.5,False
Chart,25,mutant-191,238,238,1.0,0.929,1.929,False
Chart,25,mutant-146,2863,2863,1.0,1.0,2.0,False
Chart,25,mutant-8,2865,2865,1.0,0.94,1.94,False
Chart,25,mutant-259,570,570,1.0,0.926,1.926,False
Chart,25,mutant-59,524,524,1.0,0.848,1.848,False
Chart,25,mutant-84,1393,1393,0.682,0.846,1.528,False
Chart,25,mutant-61,388,388,0.733,0.85,1.583,False
Chart,25,mutant-52,526,526,0.902,0.878,1.78,False
Chart,25,mutant-6,2865,2865,1.0,0.94,1.94,False
Chart,25,mutant-90,2855,2855,1.0,0.923,1.923,False
Chart,25,mutant-35,528,528,1.0,0.935,1.935,False
Chart,25,mutant-195,111,111,0.657,0.825,1.482,False
Chart,25,mutant-85,1393,1393,0.551,0.786,1.337,False
Chart,25,mutant-193,116,116,0.818,0.818,1.636,False
Chart,25,mutant-49,526,526,1.0,0.881,1.881,False
Chart,25,mutant-82,2865,2865,0.828,0.922,1.75,False
Chart,25,mutant-221,236,236,1.0,0.935,1.935,False
Chart,25,mutant-274,2862,2862,0.795,0.854,1.649,False
Chart,25,mutant-44,527,527,1.0,0.868,1.868,False
Chart,25,mutant-150,248,248,1.0,1.0,2.0,False
Chart,25,mutant-201,110,110,1.0,1.0,2.0,False
Chart,25,mutant-239,574,574,1.0,0.864,1.864,False
Chart,25,mutant-67,528,528,0.796,0.906,1.702,False
Chart,25,mutant-254,576,576,0.658,0.81,1.468,False
Chart,25,mutant-39,2850,2850,0.688,0.882,1.57,False
Chart,25,mutant-101,2854,2855,0.656,0.878,1.534,False
Chart,25,mutant-192,86,86,0.4,0.667,1.067,False
Chart,25,mutant-208,237,237,0.679,0.812,1.491,False
Chart,25,mutant-21,525,525,0.815,0.839,1.654,False
Chart,25,mutant-72,528,528,0.796,0.906,1.702,False
Chart,25,mutant-215,113,113,0.778,0.857,1.635,False
Chart,25,mutant-256,568,568,0.714,0.852,1.566,False
Chart,25,mutant-197,112,112,0.886,0.892,1.778,False
Chart,25,mutant-139,2560,2560,0.84,0.867,1.707,False
Chart,25,mutant-236,2863,2863,1.0,0.98,1.98,False
Chart,25,mutant-133,1318,1318,0.875,0.929,1.804,False
Chart,25,mutant-273,2862,2862,0.838,0.913,1.751,False
Chart,25,mutant-4,2860,2860,0.778,0.881,1.659,False
Chart,25,mutant-160,126,126,0.643,0.625,1.268,False
Chart,25,mutant-46,527,527,1.0,0.868,1.868,False
Chart,25,mutant-267,2558,2558,0.484,0.55,1.034,False
Chart,25,mutant-81,2851,2852,0.435,0.628,1.063,False
Chart,25,mutant-211,109,109,0.694,0.861,1.555,False
Chart,25,mutant-13,524,524,0.815,0.844,1.659,False
Chart,25,mutant-265,206,206,0.76,0.848,1.608,False
Chart,25,mutant-88,2855,2855,1.0,0.923,1.923,False
Chart,25,mutant-199,238,238,0.833,0.857,1.69,False
Chart,25,mutant-250,574,574,1.0,0.857,1.857,False
Chart,25,mutant-242,569,569,0.714,0.852,1.566,False
Chart,25,mutant-3,2860,2860,0.778,0.837,1.615,False
Chart,25,mutant-43,422,422,1.0,0.5,1.5,False
Chart,25,mutant-164,264,264,0.368,0.857,1.225,False
Chart,25,mutant-80,2867,2867,1.0,1.0,2.0,False
Chart,25,mutant-29,2672,2672,0.195,0.167,0.362,False
Chart,25,mutant-143,1373,1373,0.478,0.793,1.271,False
Chart,25,mutant-228,2673,2673,0.639,0.667,1.306,False
Chart,25,mutant-134,1318,1318,0.875,0.929,1.804,False
Chart,25,mutant-196,236,236,0.724,0.735,1.459,False
Chart,25,mutant-111,2861,2861,0.795,0.837,1.632,False
Chart,25,mutant-269,2854,2854,0.8,0.935,1.735,False
Chart,25,mutant-223,239,239,1.0,0.929,1.929,False
Chart,25,mutant-237,2863,2863,1.0,0.941,1.941,False
Chart,25,mutant-218,95,95,0.368,0.846,1.214,False
Chart,25,mutant-154,2855,2855,0.739,0.846,1.585,False
Chart,25,mutant-127,2865,2865,1.0,0.98,1.98,False
Chart,25,mutant-183,299,299,0.75,0.804,1.554,False
Chart,25,mutant-112,1393,1393,0.682,0.825,1.507,False
Chart,25,mutant-41,522,522,0.778,0.844,1.622,False
Chart,25,mutant-123,2867,2867,1.0,0.939,1.939,False
Chart,25,mutant-95,1318,1318,1.0,0.976,1.976,False
Chart,25,mutant-26,452,452,1.0,0.5,1.5,False
Chart,25,mutant-258,576,576,0.694,0.762,1.456,False
Chart,25,mutant-262,2672,2672,0.684,0.864,1.548,False
Chart,25,mutant-100,2854,2855,0.656,0.86,1.516,False
Chart,25,mutant-62,528,528,0.796,0.906,1.702,False
Chart,25,mutant-190,112,112,1.0,1.0,2.0,False
Chart,25,mutant-130,1219,1219,0.462,0.577,1.039,False
Chart,25,mutant-233,2560,2560,0.84,0.867,1.707,False
Chart,25,mutant-231,2855,2855,1.0,1.0,2.0,False
Chart,25,mutant-71,528,528,0.796,0.906,1.702,False
Chart,25,mutant-159,264,264,0.4,0.615,1.015,False
Chart,25,mutant-76,2851,2851,0.737,0.897,1.634,False
Chart,25,mutant-125,1393,1393,0.682,0.825,1.507,False
Chart,25,mutant-263,2672,2672,0.59,0.818,1.408,False
Chart,25,mutant-122,1393,1393,0.444,0.789,1.233,False
Chart,25,mutant-249,574,574,1.0,1.0,2.0,False
Chart,25,mutant-255,575,575,1.0,1.0,2.0,False
Chart,25,mutant-60,2560,2560,1.0,0.933,1.933,False
Chart,25,mutant-206,113,113,0.76,0.75,1.51,False
Chart,25,mutant-194,238,238,1.0,0.926,1.926,False
Chart,25,mutant-37,528,528,1.0,0.935,1.935,False
Chart,25,mutant-32,528,528,1.0,0.935,1.935,False
Chart,25,mutant-11,2560,2560,1.0,0.933,1.933,False
Chart,25,mutant-10,2865,2865,0.475,0.66,1.135,False
Chart,25,mutant-235,2559,2559,0.677,0.7,1.377,False
Chart,25,mutant-275,2862,2862,0.838,0.872,1.71,False
Chart,25,mutant-148,248,248,1.0,1.0,2.0,False
Chart,25,mutant-245,575,575,1.0,0.864,1.864,False
Chart,25,mutant-126,1187,1187,0.696,0.629,1.325,False
Chart,25,mutant-89,2855,2855,0.769,0.857,1.626,False
Chart,25,mutant-132,2867,2867,1.0,0.98,1.98,False
Chart,25,mutant-7,2865,2865,1.0,0.98,1.98,False
Chart,25,mutant-247,575,575,0.378,0.333,0.711,False
Chart,25,mutant-68,2867,2867,0.808,0.92,1.728,False
Chart,25,mutant-110,2861,2861,0.838,0.894,1.732,False
Chart,25,mutant-200,110,110,0.871,0.875,1.746,False
Chart,25,mutant-19,528,528,1.0,0.935,1.935,False
Chart,25,mutant-129,2867,2867,1.0,1.0,2.0,False
Chart,25,mutant-120,1393,1393,0.463,0.786,1.249,False
Chart,25,mutant-268,2558,2558,0.517,0.579,1.096,False
Chart,25,mutant-42,522,522,0.724,0.818,1.542,False
Chart,25,mutant-174,126,126,0.409,0.75,1.159,False
Chart,25,mutant-220,239,239,0.75,0.741,1.491,False
Chart,25,mutant-53,525,525,1.0,0.844,1.844,False
Chart,25,mutant-12,2854,2854,0.769,0.977,1.746,False
Chart,25,mutant-225,95,95,0.8,0.846,1.646,False
Chart,25,mutant-45,527,527,1.0,0.868,1.868,False
Chart,25,mutant-16,528,528,1.0,0.935,1.935,False
Chart,25,mutant-234,2867,2867,0.509,0.694,1.203,False
Chart,25,mutant-168,301,301,0.4,0.684,1.084,False
Chart,25,mutant-83,1187,1187,1.0,0.903,1.903,False
Chart,25,mutant-165,273,273,1.0,0.857,1.857,False
Chart,25,mutant-121,2867,2867,1.0,0.939,1.939,False
Chart,25,mutant-202,86,86,0.8,0.846,1.646,False
Chart,25,mutant-198,111,111,0.694,0.85,1.544,False
Chart,25,mutant-66,528,528,0.796,0.906,1.702,False
Chart,25,mutant-240,574,574,1.0,0.864,1.864,False
Chart,25,mutant-51,526,526,1.0,0.881,1.881,False
Chart,25,mutant-93,1373,1373,0.619,0.821,1.44,False
Chart,25,mutant-205,159,159,1.0,0.875,1.875,False
Chart,25,mutant-75,2863,2863,0.319,0.491,0.81,False
Chart,25,mutant-124,2559,2559,0.778,0.875,1.653,False
Chart,25,mutant-14,525,525,0.815,0.839,1.654,False
Chart,25,mutant-28,2855,2855,1.0,0.949,1.949,False
Chart,25,mutant-65,528,528,1.0,0.935,1.935,False
Chart,25,mutant-74,2558,2558,0.677,0.7,1.377,False
Chart,25,mutant-207,113,113,0.76,0.75,1.51,False
Chart,25,mutant-166,108,108,0.517,0.684,1.201,False
Chart,25,mutant-22,527,527,0.894,0.865,1.759,False
Chart,25,mutant-25,448,448,0.733,0.85,1.583,False
Chart,25,mutant-128,2868,2868,0.87,0.932,1.802,False
Chart,25,mutant-145,2673,2673,0.795,0.864,1.659,False
Chart,25,mutant-70,528,528,0.796,0.906,1.702,False
Chart,25,mutant-226,86,86,0.368,0.846,1.214,False
Chart,25,mutant-222,239,239,1.0,0.929,1.929,False
Chart,25,mutant-219,95,95,0.4,0.667,1.067,False
Chart,25,mutant-54,525,525,1.0,0.844,1.844,False
Chart,25,mutant-210,109,109,0.657,0.806,1.463,False
Chart,25,mutant-87,1373,1373,0.5,0.63,1.13,False
Chart,25,mutant-187,113,113,0.833,0.833,1.666,False
Chart,25,mutant-64,526,526,0.902,0.878,1.78,False
Chart,25,mutant-238,2863,2863,1.0,1.0,2.0,False
Chart,25,mutant-144,1373,1373,0.684,0.786,1.47,False
Chart,25,mutant-204,2868,2868,1.0,0.953,1.953,False
Chart,25,mutant-252,574,574,1.0,1.0,2.0,False
Chart,25,mutant-73,528,528,0.796,0.906,1.702,False
Chart,25,mutant-18,528,528,1.0,0.935,1.935,False
Chart,24,mutant-2,125,125,1.0,0.967,1.967,False
Chart,24,mutant-1,126,126,1.0,0.933,1.933,True
Chart,26,mutant-102,2537,2537,0.484,0.55,1.034,False
Chart,26,mutant-27,527,527,1.0,0.868,1.868,False
Chart,26,mutant-24,522,522,0.778,0.844,1.622,False
Chart,26,mutant-98,2536,2536,0.677,0.7,1.377,False
Chart,26,mutant-69,1101,1101,0.318,0.7,1.018,False
Chart,26,mutant-50,1181,1181,1.0,0.903,1.903,False
Chart,26,mutant-9,525,525,0.815,0.839,1.654,False
Chart,26,mutant-86,342,342,0.667,0.75,1.417,False
Chart,26,mutant-78,342,342,0.667,0.583,1.25,False
Chart,26,mutant-57,1312,1312,1.0,0.976,1.976,False
Chart,26,mutant-23,528,528,1.0,0.935,1.935,False
Chart,26,mutant-20,528,528,1.0,0.935,1.935,False
Chart,26,mutant-107,2536,2536,0.517,0.579,1.096,False
Chart,26,mutant-30,523,523,0.778,0.844,1.622,False
Chart,26,mutant-109,2537,2537,0.778,0.875,1.653,False
Chart,26,mutant-17,528,528,1.0,0.935,1.935,False
Chart,26,mutant-15,528,528,1.0,0.935,1.935,False
Chart,26,mutant-31,523,523,0.724,0.818,1.542,False
Chart,26,mutant-77,1312,1312,0.875,0.929,1.804,False
Chart,26,mutant-108,2571,2571,0.35,0.476,0.826,False
Chart,26,mutant-2,525,525,0.815,0.839,1.654,False
Chart,26,mutant-58,1192,1192,0.533,0.487,1.02,True
Chart,26,mutant-1,524,524,0.815,0.844,1.659,False
Chart,26,mutant-63,342,342,1.0,0.8,1.8,False
Chart,26,mutant-48,528,528,0.796,0.906,1.702,False
Chart,26,mutant-55,528,528,0.796,0.906,1.702,False
Chart,26,mutant-34,526,526,1.0,0.881,1.881,False
Chart,26,mutant-56,2538,2538,1.0,0.933,1.933,False
Chart,26,mutant-105,2537,2537,0.677,0.7,1.377,False
Chart,26,mutant-47,528,528,1.0,0.935,1.935,False
Chart,26,mutant-33,526,526,1.0,0.881,1.881,False
Chart,26,mutant-5,528,528,1.0,0.935,1.935,False
Chart,26,mutant-38,525,525,1.0,0.844,1.844,False
Chart,26,mutant-40,524,524,1.0,0.848,1.848,False
Chart,26,mutant-79,342,342,0.667,0.545,1.212,False
Chart,26,mutant-36,525,525,1.0,0.844,1.844,False
Chart,26,mutant-104,2538,2538,0.84,0.867,1.707,False
Chart,26,mutant-8,528,528,1.0,0.935,1.935,False
Chart,26,mutant-92,1191,1191,0.654,0.742,1.396,False
Chart,26,mutant-59,1181,1181,0.75,0.935,1.685,False
Chart,26,mutant-84,2537,2537,0.6,0.688,1.288,False
Chart,26,mutant-61,1101,1101,0.333,0.727,1.06,False
Chart,26,mutant-52,528,528,0.796,0.906,1.702,False
Chart,26,mutant-6,528,528,1.0,0.935,1.935,False
Chart,26,mutant-90,1192,1193,0.719,0.895,1.614,False
Chart,26,mutant-35,526,526,0.902,0.878,1.78,False
Chart,26,mutant-49,528,528,0.796,0.906,1.702,False
Chart,26,mutant-44,528,528,0.796,0.906,1.702,False
Chart,26,mutant-39,392,392,1.0,0.5,1.5,False
Chart,26,mutant-101,2537,2537,0.517,0.579,1.096,False
Chart,26,mutant-91,342,342,0.333,0.533,0.866,False
Chart,26,mutant-21,362,362,1.0,0.5,1.5,False
Chart,26,mutant-72,1101,1101,0.357,0.85,1.207,False
Chart,26,mutant-4,528,528,1.0,0.935,1.935,False
Chart,26,mutant-46,526,526,0.902,0.878,1.78,False
Chart,26,mutant-13,448,448,0.733,0.85,1.583,False
Chart,26,mutant-88,1181,1181,0.448,0.676,1.124,False
Chart,26,mutant-3,358,358,0.733,0.85,1.583,False
Chart,26,mutant-43,388,388,0.733,0.85,1.583,False
Chart,26,mutant-80,1312,1312,0.872,0.884,1.756,False
Chart,26,mutant-29,527,527,1.0,0.868,1.868,False
Chart,26,mutant-106,2536,2536,0.484,0.55,1.034,False
Chart,26,mutant-111,2538,2538,0.84,0.867,1.707,False
Chart,26,mutant-103,2536,2536,0.778,0.875,1.653,False
Chart,26,mutant-94,1190,1190,1.0,1.0,2.0,False
Chart,26,mutant-41,524,524,1.0,0.848,1.848,False
Chart,26,mutant-95,314,314,0.667,0.625,1.292,False
Chart,26,mutant-26,422,422,1.0,0.5,1.5,False
Chart,26,mutant-100,2536,2536,0.6,0.688,1.288,False
Chart,26,mutant-62,1192,1192,0.793,0.838,1.631,False
Chart,26,mutant-71,1101,1101,0.318,0.7,1.018,False
Chart,26,mutant-76,1190,1190,0.667,0.75,1.417,False
Chart,26,mutant-60,1101,1101,0.333,0.739,1.072,False
Chart,26,mutant-37,525,525,1.0,0.844,1.844,False
Chart,26,mutant-32,526,526,1.0,0.881,1.881,False
Chart,26,mutant-11,527,527,0.894,0.865,1.759,False
Chart,26,mutant-10,527,527,0.894,0.865,1.759,False
Chart,26,mutant-89,1192,1192,0.684,0.9,1.584,True
Chart,26,mutant-7,528,528,1.0,0.935,1.935,False
Chart,26,mutant-68,1101,1101,0.458,0.8,1.258,False
Chart,26,mutant-19,528,528,1.0,0.935,1.935,False
Chart,26,mutant-42,524,524,1.0,0.848,1.848,False
Chart,26,mutant-53,528,528,0.796,0.906,1.702,False
Chart,26,mutant-12,524,524,0.815,0.844,1.659,False
Chart,26,mutant-45,528,528,0.796,0.906,1.702,False
Chart,26,mutant-16,528,528,1.0,0.935,1.935,False
Chart,26,mutant-99,2538,2538,0.815,0.75,1.565,False
Chart,26,mutant-66,314,314,0.571,1.0,1.571,False
Chart,26,mutant-51,418,418,0.733,0.85,1.583,False
Chart,26,mutant-93,1191,1191,0.63,0.667,1.297,False
Chart,26,mutant-75,1312,1312,0.875,0.929,1.804,False
Chart,26,mutant-14,452,452,1.0,0.5,1.5,False
Chart,26,mutant-28,527,527,1.0,0.868,1.868,False
Chart,26,mutant-65,342,342,1.0,0.778,1.778,False
Chart,26,mutant-74,1312,1312,0.833,0.881,1.714,False
Chart,26,mutant-97,2538,2538,1.0,0.933,1.933,False
Chart,26,mutant-22,528,528,1.0,0.935,1.935,False
Chart,26,mutant-25,522,522,0.724,0.818,1.542,False
Chart,26,mutant-70,1181,1181,0.696,0.629,1.325,False
Chart,26,mutant-54,528,528,0.796,0.906,1.702,False
Chart,26,mutant-64,1181,1181,1.0,0.9,1.9,False
Chart,26,mutant-73,1213,1213,0.462,0.577,1.039,False
Chart,26,mutant-18,528,528,1.0,0.935,1.935,False
Chart,7,mutant-9,300,300,1.0,0.938,1.938,False
Chart,7,mutant-15,302,302,1.0,0.953,1.953,False
Chart,7,mutant-2,306,306,0.714,0.88,1.594,False
Chart,7,mutant-1,552,552,0.667,0.667,1.334,False
Chart,7,mutant-5,552,552,1.0,0.846,1.846,False
Chart,7,mutant-8,300,300,1.0,0.879,1.879,False
Chart,7,mutant-6,302,302,0.714,0.867,1.581,False
Chart,7,mutant-4,552,552,1.0,0.846,1.846,False
Chart,7,mutant-13,288,288,1.0,0.909,1.909,False
Chart,7,mutant-3,288,288,0.714,0.867,1.581,False
Chart,7,mutant-11,288,288,1.0,0.953,1.953,False
Chart,7,mutant-10,300,300,1.0,0.879,1.879,False
Chart,7,mutant-7,300,300,0.659,0.824,1.483,False
Chart,7,mutant-12,288,288,1.0,0.909,1.909,False
Chart,7,mutant-16,302,302,1.0,0.909,1.909,False
Chart,7,mutant-14,302,302,1.0,0.909,1.909,False
Chart,8,mutant-3,198,198,0.619,0.733,1.352,False
Chart,8,mutant-7,175,175,0.5,0.545,1.045,True
Chart,4,mutant-2,4493,4493,0.304,0.286,0.59,False
Chart,4,mutant-1,4493,4493,0.13,0.053,0.183,False
Chart,4,mutant-3,1749,1750,0.833,0.81,1.643,False
Chart,3,mutant-1,638,638,1.0,0.455,1.455,False
Time,11,mutant-27,371,371,0.6,0.679,1.279,False
Time,11,mutant-24,1458,1458,0.444,0.343,0.787,False
Time,11,mutant-9,1154,1154,0.357,0.5,0.857,False
Time,11,mutant-23,1457,1457,0.81,0.818,1.628,False
Time,11,mutant-20,1144,1144,0.737,0.867,1.604,False
Time,11,mutant-15,1141,1141,0.756,0.889,1.645,False
Time,11,mutant-31,827,827,0.75,0.5,1.25,False
Time,11,mutant-2,1154,1154,0.667,0.938,1.605,False
Time,11,mutant-1,1144,1144,1.0,1.0,2.0,False
Time,11,mutant-34,827,827,0.375,0.8,1.175,False
Time,11,mutant-33,372,372,0.76,0.8,1.56,False
Time,11,mutant-5,1154,1154,0.267,0.312,0.579,False
Time,11,mutant-38,1460,1460,0.812,0.881,1.693,True
Time,11,mutant-40,78,78,0.259,0.562,0.821,False
Time,11,mutant-36,371,371,1.0,1.0,2.0,False
Time,11,mutant-35,371,371,1.0,0.929,1.929,False
Time,11,mutant-39,78,78,0.556,0.6,1.156,False
Time,11,mutant-21,1144,1144,0.5,0.459,0.959,False
Time,11,mutant-4,1141,1141,0.795,0.892,1.687,False
Time,11,mutant-13,1144,1144,1.0,0.906,1.906,False
Time,11,mutant-3,1141,1141,0.857,0.921,1.778,False
Time,11,mutant-29,827,827,0.75,0.7,1.45,False
Time,11,mutant-41,78,78,0.259,0.562,0.821,False
Time,11,mutant-26,827,827,0.75,0.667,1.417,False
Time,11,mutant-37,371,371,1.0,1.0,2.0,False
Time,11,mutant-32,827,827,0.75,0.636,1.386,False
Time,11,mutant-19,1144,1144,0.737,0.839,1.576,False
Time,11,mutant-12,1144,1144,1.0,0.935,1.935,False
Time,11,mutant-16,1141,1141,0.756,0.919,1.675,False
Time,11,mutant-14,1144,1144,1.0,0.968,1.968,False
Time,11,mutant-22,1458,1458,0.444,0.343,0.787,False
Time,11,mutant-25,1458,1458,0.556,0.704,1.26,False
Time,19,mutant-2,900,900,1.0,0.9,1.9,True
Time,19,mutant-1,900,900,0.556,0.81,1.366,False
Time,20,mutant-2,2543,2543,1.0,0.927,1.927,False
Time,20,mutant-1,2543,2543,1.0,0.884,1.884,False
Time,20,mutant-3,2543,2543,1.0,0.951,1.951,False
Time,14,mutant-1,519,519,1.0,0.931,1.931,False
Time,24,mutant-2,518,518,0.647,0.87,1.517,False
Time,24,mutant-1,518,518,0.68,0.714,1.394,False
Time,24,mutant-3,518,518,0.8,0.833,1.633,False
Time,17,mutant-2,1168,1168,0.353,0.765,1.118,False
Time,17,mutant-1,1168,1168,0.214,0.471,0.685,False
Time,4,mutant-1,178,178,0.455,0.649,1.104,False
Time,4,mutant-5,178,178,0.778,0.829,1.607,False
Time,4,mutant-8,178,178,0.707,0.9,1.607,False
Time,4,mutant-6,464,464,0.833,0.963,1.796,False
Time,4,mutant-4,178,178,0.737,0.81,1.547,False
Time,4,mutant-10,178,178,1.0,0.946,1.946,False
Time,4,mutant-7,178,178,0.656,0.75,1.406,False
Math,58,mutant-2,121,121,0.548,0.613,1.161,True
Math,58,mutant-1,313,313,1.0,0.818,1.818,False
Math,5,mutant-2,345,345,0.625,0.867,1.492,False
Math,5,mutant-1,305,305,1.0,0.75,1.75,True
Math,5,mutant-3,340,340,0.684,0.895,1.579,False
Math,75,mutant-1,303,303,0.389,0.714,1.103,True
Math,18,mutant-8,246,246,0.13,0.333,0.463,False
Math,18,mutant-10,246,246,0.143,0.364,0.507,False
Math,28,mutant-27,106,106,1.0,0.931,1.931,False
Math,28,mutant-24,115,115,0.44,0.611,1.051,False
Math,28,mutant-9,120,120,0.067,0.137,0.204,False
Math,28,mutant-20,103,103,1.0,0.9,1.9,False
Math,28,mutant-30,103,103,0.806,0.879,1.685,False
Math,28,mutant-17,77,77,1.0,0.812,1.812,False
Math,28,mutant-15,122,122,0.825,0.941,1.766,False
Math,28,mutant-31,104,104,0.514,0.735,1.249,False
Math,28,mutant-2,143,143,1.0,1.0,2.0,False
Math,28,mutant-1,104,104,1.0,0.909,1.909,False
Math,28,mutant-34,115,115,0.478,0.667,1.145,False
Math,28,mutant-33,121,121,0.898,0.865,1.763,False
Math,28,mutant-5,122,122,0.831,0.863,1.694,False
Math,28,mutant-38,120,120,1.0,1.0,2.0,False
Math,28,mutant-40,265,265,0.818,0.906,1.724,False
Math,28,mutant-8,123,123,0.741,0.848,1.589,False
Math,28,mutant-6,122,122,0.831,0.846,1.677,False
Math,28,mutant-35,120,120,0.778,0.827,1.605,False
Math,28,mutant-39,115,115,1.0,0.882,1.882,False
Math,28,mutant-21,104,104,1.0,0.938,1.938,False
