project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
Closure,8,mutant-2,1439,1439,0.714,0.842,1.556,False
Closure,8,mutant-1,1434,1434,0.806,0.9,1.706,False
Closure,8,mutant-4,1434,1434,0.724,0.893,1.617,False
Closure,8,mutant-3,1439,1439,1.0,1.0,2.0,False
Closure,38,mutant-1,245,245,0.579,0.947,1.526,False
Closure,2,mutant-6,1656,1656,0.0,0.3,0.3,False
Closure,2,mutant-4,1574,1574,0.531,0.543,1.074,False
Closure,111,mutant-2,96,96,1.0,0.867,1.867,False
Closure,111,mutant-1,103,103,0.8,0.92,1.72,False
Closure,111,mutant-4,96,96,1.0,0.867,1.867,False
Closure,111,mutant-3,96,96,0.429,0.524,0.953,False
Closure,17,mutant-2,586,586,1.0,0.818,1.818,False
Closure,17,mutant-1,586,586,0.545,0.5,1.045,False
Closure,17,mutant-4,586,586,0.667,0.818,1.485,False
Closure,17,mutant-3,586,586,1.0,0.909,1.909,False
Closure,45,mutant-9,735,735,1.0,0.912,1.912,False
Closure,45,mutant-15,1432,1432,1.0,1.0,2.0,False
Closure,45,mutant-2,735,735,0.667,0.879,1.546,False
Closure,45,mutant-1,1427,1427,0.806,0.9,1.706,False
Closure,45,mutant-5,735,735,0.533,0.583,1.116,False
Closure,45,mutant-8,735,735,1.0,0.857,1.857,False
Closure,45,mutant-6,735,735,0.484,0.583,1.067,False
Closure,45,mutant-4,735,735,0.533,0.583,1.116,False
Closure,45,mutant-13,1427,1427,0.724,0.893,1.617,False
Closure,45,mutant-3,281,281,0.611,0.652,1.263,False
Closure,45,mutant-11,735,735,1.0,0.941,1.941,False
Closure,45,mutant-10,735,735,1.0,0.941,1.941,False
Closure,45,mutant-7,735,735,1.0,0.857,1.857,False
Closure,45,mutant-12,1432,1432,0.714,0.842,1.556,False
Closure,45,mutant-14,1427,1427,1.0,1.0,2.0,False
Closure,42,mutant-2,87,87,0.308,0.421,0.729,False
Closure,42,mutant-1,87,87,0.727,0.737,1.464,False
Closure,42,mutant-3,87,87,0.474,0.857,1.331,False
Closure,30,mutant-2,1458,1458,0.714,0.842,1.556,False
Closure,30,mutant-1,1453,1453,0.806,0.9,1.706,False
Closure,30,mutant-4,1453,1453,0.724,0.893,1.617,False
Closure,30,mutant-3,1458,1458,1.0,1.0,2.0,False
Closure,3,mutant-2,1439,1439,0.714,0.842,1.556,False
Closure,3,mutant-1,1434,1434,0.806,0.9,1.706,False
Closure,3,mutant-5,1439,1439,1.0,1.0,2.0,False
Closure,3,mutant-4,1434,1434,1.0,1.0,2.0,False
Closure,3,mutant-3,1434,1434,0.724,0.893,1.617,False
Closure,66,mutant-2,1913,1913,0.273,0.68,0.953,False
Closure,66,mutant-1,822,822,0.794,0.824,1.618,False
Closure,66,mutant-3,822,822,0.9,0.967,1.867,False
Closure,21,mutant-9,118,119,0.447,0.343,0.79,False
Closure,21,mutant-20,117,117,1.0,0.88,1.88,False
Closure,21,mutant-17,117,117,1.0,0.808,1.808,False
Closure,21,mutant-15,117,117,0.68,0.875,1.555,False
Closure,21,mutant-1,117,117,0.852,0.889,1.741,False
Closure,21,mutant-5,117,117,1.0,0.96,1.96,False
Closure,21,mutant-8,118,119,0.342,0.441,0.783,False
Closure,21,mutant-6,117,117,0.615,0.8,1.415,False
Closure,21,mutant-21,118,119,0.4,0.447,0.847,False
Closure,21,mutant-4,121,121,1.0,1.0,2.0,False
Closure,21,mutant-13,117,117,1.0,0.958,1.958,False
Closure,21,mutant-3,117,117,0.667,0.8,1.467,False
Closure,21,mutant-11,121,121,0.6,0.697,1.297,False
Closure,21,mutant-10,120,120,0.805,0.861,1.666,False
Closure,21,mutant-7,118,118,0.724,0.8,1.524,False
Closure,21,mutant-19,117,117,1.0,0.88,1.88,False
Closure,21,mutant-12,119,119,1.0,0.972,1.972,False
Closure,21,mutant-16,117,117,1.0,0.808,1.808,False
Closure,21,mutant-14,117,117,0.667,0.889,1.556,False
Closure,21,mutant-18,117,117,1.0,0.92,1.92,False
Closure,29,mutant-2,1458,1458,0.714,0.842,1.556,False
Closure,29,mutant-1,1453,1453,0.806,0.9,1.706,False
Closure,29,mutant-4,1458,1458,1.0,1.0,2.0,False
Closure,29,mutant-3,1453,1453,0.724,0.893,1.617,False
Closure,92,mutant-2,789,789,0.154,0.467,0.621,False
Closure,92,mutant-1,790,790,0.545,0.636,1.181,False
Closure,92,mutant-5,789,789,0.467,0.727,1.194,False
Closure,92,mutant-6,789,789,0.467,0.818,1.285,True
Closure,81,mutant-2,84,84,0.308,0.421,0.729,False
Closure,81,mutant-1,84,84,0.727,0.737,1.464,False
Closure,81,mutant-3,84,84,0.474,0.857,1.331,False
Mockito,5,mutant-3,93,93,0.333,0.412,0.745,True
Mockito,15,mutant-1,37,37,0.667,0.7,1.367,False
Mockito,28,mutant-1,37,37,0.667,0.7,1.367,False
Mockito,8,mutant-2,376,376,0.257,0.63,0.887,False
Mockito,8,mutant-5,376,376,0.267,0.484,0.751,False
Mockito,8,mutant-6,377,377,0.889,0.857,1.746,False
Mockito,8,mutant-4,376,376,0.19,0.405,0.595,False
Mockito,8,mutant-3,376,376,0.263,0.667,0.93,False
Mockito,38,mutant-2,48,49,0.475,0.739,1.214,False
Mockito,38,mutant-3,20,20,0.6,0.812,1.412,False
Mockito,29,mutant-2,29,29,0.308,0.484,0.792,False
Mockito,29,mutant-1,29,29,0.484,0.867,1.351,True
Lang,61,mutant-1,1114,1114,0.318,0.867,1.185,False
Lang,44,mutant-2,193,193,0.765,0.852,1.617,False
Lang,44,mutant-1,193,193,0.735,0.852,1.587,False
Lang,44,mutant-5,193,193,0.656,0.786,1.442,False
Lang,44,mutant-4,193,193,0.656,0.88,1.536,False
Lang,44,mutant-3,190,190,0.929,0.812,1.741,False
Lang,51,mutant-2,672,672,0.862,0.833,1.695,False
Lang,51,mutant-1,677,677,0.926,0.962,1.888,False
Lang,58,mutant-1,452,452,0.417,0.778,1.195,False
Lang,31,mutant-1,1446,1446,1.0,1.0,2.0,False
Lang,59,mutant-2,884,884,0.689,0.872,1.561,True
Lang,59,mutant-1,880,880,0.86,0.933,1.793,False
Lang,27,mutant-9,489,489,0.636,0.727,1.363,False
Lang,27,mutant-17,489,489,0.636,0.81,1.446,False
Lang,27,mutant-5,488,488,0.773,0.762,1.535,False
Lang,27,mutant-8,489,489,0.636,0.81,1.446,False
Lang,27,mutant-4,474,474,0.55,0.917,1.467,False
Lang,27,mutant-11,489,489,0.739,0.773,1.512,False
Lang,27,mutant-10,474,474,1.0,1.0,2.0,False
Lang,27,mutant-7,474,474,1.0,1.0,2.0,False
Lang,22,mutant-2,584,584,1.0,1.0,2.0,False
Lang,22,mutant-1,584,584,0.526,0.667,1.193,False
Lang,26,mutant-1,820,820,0.657,0.722,1.379,True
Lang,63,mutant-27,437,437,1.0,0.906,1.906,False
Lang,63,mutant-24,436,436,1.0,0.935,1.935,False
Lang,63,mutant-9,438,438,1.0,0.893,1.893,False
Lang,63,mutant-23,436,436,1.0,0.903,1.903,False
Lang,63,mutant-20,322,322,0.831,0.927,1.758,False
Lang,63,mutant-30,438,438,1.0,0.893,1.893,False
Lang,63,mutant-17,434,434,1.0,0.939,1.939,False
Lang,63,mutant-15,439,439,0.619,0.957,1.576,False
Lang,63,mutant-31,323,323,0.803,0.913,1.716,False
Lang,63,mutant-2,323,323,0.789,0.804,1.593,False
Lang,63,mutant-1,323,323,0.803,0.913,1.716,False
Lang,63,mutant-5,435,435,1.0,0.969,1.969,False
Lang,63,mutant-8,435,435,0.72,0.875,1.595,False
Lang,63,mutant-6,435,435,1.0,0.939,1.939,False
Lang,63,mutant-21,436,436,1.0,1.0,2.0,False
Lang,63,mutant-4,436,436,0.84,0.839,1.679,False
Lang,63,mutant-13,435,435,1.0,0.938,1.938,False
Lang,63,mutant-29,438,438,1.0,0.893,1.893,False
Lang,63,mutant-26,437,437,1.0,0.906,1.906,False
Lang,63,mutant-11,437,437,1.0,0.938,1.938,False
Lang,63,mutant-10,438,438,0.7,0.821,1.521,False
Lang,63,mutant-7,435,435,1.0,0.939,1.939,False
Lang,63,mutant-19,434,434,1.0,0.969,1.969,False
Lang,63,mutant-12,434,434,1.0,0.938,1.938,False
Lang,63,mutant-16,439,439,0.867,0.913,1.78,False
Lang,63,mutant-14,436,436,1.0,0.935,1.935,False
Lang,63,mutant-28,437,437,1.0,0.938,1.938,False
Lang,63,mutant-22,439,439,1.0,0.875,1.875,False
Lang,63,mutant-25,436,436,1.0,0.903,1.903,False
Lang,63,mutant-18,434,434,1.0,0.939,1.939,False
Lang,60,mutant-2,1114,1114,0.318,0.867,1.185,False
Lang,60,mutant-1,1209,1209,0.846,0.692,1.538,False
Lang,60,mutant-3,1672,1672,0.722,0.92,1.642,False
Lang,7,mutant-2,452,452,1.0,0.92,1.92,False
Lang,7,mutant-1,452,452,1.0,0.815,1.815,False
Lang,7,mutant-5,452,452,0.632,0.731,1.363,False
Lang,7,mutant-4,452,452,0.632,0.731,1.363,False
Lang,7,mutant-3,452,452,1.0,0.88,1.88,False
Lang,10,mutant-9,307,307,1.0,0.885,1.885,False
Lang,10,mutant-1,307,307,0.781,0.88,1.661,True
Lang,10,mutant-8,307,307,1.0,0.885,1.885,False
Lang,10,mutant-6,307,307,1.0,0.885,1.885,False
Lang,10,mutant-3,310,310,0.556,0.722,1.278,False
Lang,10,mutant-10,307,307,0.781,0.88,1.661,True
Lang,10,mutant-7,307,307,1.0,0.92,1.92,False
Lang,33,mutant-1,910,910,0.673,0.84,1.513,True
Lang,39,mutant-9,3676,3676,0.549,0.769,1.318,False
Lang,39,mutant-2,3675,3675,1.0,0.773,1.773,False
Lang,39,mutant-1,3675,3675,1.0,0.857,1.857,False
Lang,39,mutant-5,3676,3676,0.595,0.81,1.405,False
Lang,39,mutant-8,3676,3676,1.0,0.909,1.909,False
Lang,39,mutant-6,3675,3675,1.0,0.9,1.9,False
Lang,39,mutant-4,3676,3676,0.639,0.81,1.449,False
Lang,39,mutant-3,3676,3676,0.639,0.773,1.412,False
Lang,39,mutant-11,3676,3676,1.0,0.905,1.905,False
Lang,39,mutant-10,3675,3675,0.049,0.062,0.111,False
Lang,39,mutant-7,3676,3676,1.0,0.909,1.909,False
Lang,39,mutant-12,3675,3675,1.0,1.0,2.0,False
Lang,43,mutant-5,158,158,1.0,0.929,1.929,False
Lang,57,mutant-2,223,223,0.476,0.538,1.014,False
Lang,57,mutant-1,223,223,0.476,0.538,1.014,False
Lang,57,mutant-3,223,223,0.6,1.0,1.6,True
Lang,6,mutant-1,95,95,1.0,0.889,1.889,True
