project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
Csv,15,mutant-10,1189,1189,0.333,0.424,0.757,True
Csv,15,mutant-7,1189,1189,0.205,0.452,0.657,False
Csv,15,mutant-12,1189,1189,0.246,0.553,0.799,False
Csv,9,mutant-1,180,180,0.629,0.66,1.289,False
Compress,18,mutant-27,734,734,1.0,0.8,1.8,False
Compress,18,mutant-24,733,733,1.0,0.917,1.917,False
Compress,18,mutant-9,456,456,0.588,0.792,1.38,False
Compress,18,mutant-23,499,499,0.375,0.667,1.042,False
Compress,18,mutant-20,323,323,0.455,0.727,1.182,False
Compress,18,mutant-30,323,323,0.455,0.727,1.182,False
Compress,18,mutant-17,499,499,0.353,0.667,1.02,False
Compress,18,mutant-15,497,497,1.0,0.943,1.943,False
Compress,18,mutant-31,502,502,0.714,0.9,1.614,False
Compress,18,mutant-2,499,499,0.429,0.8,1.229,False
Compress,18,mutant-1,456,456,0.417,0.92,1.337,False
Compress,18,mutant-34,734,734,0.857,1.0,1.857,False
Compress,18,mutant-33,502,502,0.636,0.6,1.236,False
Compress,18,mutant-5,386,386,0.568,0.87,1.438,False
Compress,18,mutant-36,733,733,1.0,0.833,1.833,False
Compress,18,mutant-8,456,456,0.478,0.92,1.398,False
Compress,18,mutant-6,323,323,1.0,0.75,1.75,False
Compress,18,mutant-35,386,386,0.568,0.933,1.501,False
Compress,18,mutant-21,456,456,0.44,0.885,1.325,False
Compress,18,mutant-4,733,733,1.0,0.75,1.75,False
Compress,18,mutant-13,497,497,1.0,0.943,1.943,False
Compress,18,mutant-3,733,733,1.0,0.643,1.643,False
Compress,18,mutant-29,386,386,0.724,0.818,1.542,False
Compress,18,mutant-26,386,386,0.568,0.851,1.419,False
Compress,18,mutant-32,323,323,1.0,0.818,1.818,False
Compress,18,mutant-11,323,323,1.0,0.75,1.75,False
Compress,18,mutant-10,734,734,1.0,0.8,1.8,False
Compress,18,mutant-7,502,502,0.389,0.467,0.856,False
Compress,18,mutant-19,323,323,1.0,0.692,1.692,False
Compress,18,mutant-12,733,733,1.0,0.917,1.917,False
Compress,18,mutant-16,496,496,1.0,0.865,1.865,False
Compress,18,mutant-14,733,733,0.357,0.583,0.94,False
Compress,18,mutant-28,323,323,1.0,0.818,1.818,False
Compress,18,mutant-22,733,733,0.357,0.583,0.94,False
Compress,18,mutant-25,733,733,1.0,0.917,1.917,False
Compress,18,mutant-18,386,386,0.568,0.87,1.438,False
Compress,35,mutant-2,720,720,0.815,1.0,1.815,False
Compress,35,mutant-1,720,720,0.885,0.909,1.794,False
Compress,19,mutant-1,259,259,0.714,0.8,1.514,False
Compress,14,mutant-2,67,67,1.0,0.833,1.833,True
Compress,14,mutant-1,67,67,1.0,0.833,1.833,False
Compress,27,mutant-2,133,133,0.818,0.87,1.688,True
Compress,27,mutant-1,133,133,1.0,0.913,1.913,False
Compress,27,mutant-5,133,133,1.0,0.913,1.913,False
Compress,27,mutant-4,133,133,1.0,0.913,1.913,False
Compress,27,mutant-3,133,133,1.0,0.913,1.913,False
Compress,34,mutant-1,146,146,0.5,0.556,1.056,True
Compress,16,mutant-27,1006,1006,0.234,0.44,0.674,False
Compress,16,mutant-20,186,186,1.0,0.943,1.943,False
Compress,16,mutant-17,1006,1006,0.22,0.333,0.553,False
Compress,16,mutant-40,1006,1006,0.261,0.385,0.646,False
Compress,16,mutant-8,1006,1006,0.261,0.4,0.661,False
Compress,16,mutant-39,1006,1006,0.204,0.423,0.627,False
Compress,16,mutant-29,1006,1006,0.233,0.323,0.556,False
Compress,16,mutant-16,975,975,0.843,0.915,1.758,False
Compress,38,mutant-2,860,860,1.0,1.0,2.0,False
Compress,38,mutant-1,860,860,1.0,1.0,2.0,False
Compress,38,mutant-3,860,860,1.0,1.0,2.0,False
Compress,45,mutant-2,522,522,1.0,1.0,2.0,False
Compress,45,mutant-1,522,522,1.0,0.952,1.952,False
Compress,45,mutant-4,522,522,0.812,0.905,1.717,False
Compress,45,mutant-3,522,522,1.0,0.952,1.952,False
Compress,4,mutant-9,824,824,0.688,0.8,1.488,False
Compress,4,mutant-2,530,530,1.0,0.81,1.81,False
Compress,4,mutant-1,530,530,1.0,0.895,1.895,False
Compress,4,mutant-5,824,824,0.868,0.897,1.765,False
Compress,4,mutant-8,530,530,1.0,0.895,1.895,False
Compress,4,mutant-6,530,530,1.0,0.773,1.773,False
Compress,4,mutant-4,530,530,1.0,0.773,1.773,False
Compress,4,mutant-3,530,530,0.812,0.8,1.612,False
Compress,4,mutant-7,799,799,0.793,0.842,1.635,False
JacksonCore,11,mutant-9,936,936,0.8,0.737,1.537,False
JacksonCore,11,mutant-2,340,340,1.0,0.667,1.667,False
JacksonCore,11,mutant-1,932,932,1.0,0.75,1.75,False
JacksonCore,11,mutant-5,340,340,1.0,0.778,1.778,False
JacksonCore,11,mutant-8,340,340,1.0,0.667,1.667,False
JacksonCore,11,mutant-6,932,932,1.0,0.75,1.75,False
JacksonCore,11,mutant-4,936,936,0.857,0.778,1.635,False
JacksonCore,11,mutant-3,380,380,1.0,0.765,1.765,False
JacksonCore,11,mutant-7,340,340,1.0,0.7,1.7,False
JacksonCore,5,mutant-2,90,90,1.0,0.739,1.739,False
JacksonCore,5,mutant-1,194,194,1.0,0.882,1.882,False
JacksonCore,5,mutant-5,90,90,0.76,0.762,1.522,False
JacksonCore,5,mutant-6,193,193,0.833,0.944,1.777,True
JacksonCore,5,mutant-4,194,194,1.0,1.0,2.0,False
JacksonCore,5,mutant-3,91,91,0.8,0.85,1.65,False
JacksonCore,5,mutant-7,192,192,0.789,0.909,1.698,False
JacksonCore,19,mutant-9,118,118,0.95,0.885,1.835,False
JacksonCore,19,mutant-2,146,146,1.0,0.889,1.889,False
JacksonCore,19,mutant-1,235,235,0.556,0.767,1.323,False
JacksonCore,19,mutant-5,118,118,0.95,0.885,1.835,False
JacksonCore,19,mutant-8,122,122,0.75,0.818,1.568,False
JacksonCore,19,mutant-6,118,118,0.95,0.885,1.835,False
JacksonCore,19,mutant-4,118,118,0.95,0.885,1.835,False
JacksonCore,19,mutant-13,234,234,0.862,0.889,1.751,False
JacksonCore,19,mutant-3,122,122,0.875,0.833,1.708,False
JacksonCore,19,mutant-11,146,146,1.0,0.889,1.889,False
JacksonCore,19,mutant-10,146,146,1.0,0.8,1.8,False
JacksonCore,19,mutant-7,235,235,0.556,0.767,1.323,False
JacksonCore,19,mutant-12,146,146,1.0,0.889,1.889,False
JacksonCore,25,mutant-27,1805,1805,0.619,0.76,1.379,False
JacksonCore,25,mutant-9,1806,1806,0.882,0.792,1.674,False
JacksonCore,25,mutant-20,138,138,0.562,0.85,1.412,False
JacksonCore,25,mutant-30,1957,1957,0.615,1.0,1.615,False
JacksonCore,25,mutant-17,1805,1805,0.619,0.783,1.402,False
JacksonCore,25,mutant-15,1806,1806,0.833,0.909,1.742,False
JacksonCore,25,mutant-31,1806,1806,0.882,0.731,1.613,False
JacksonCore,25,mutant-34,1957,1957,1.0,0.87,1.87,False
JacksonCore,25,mutant-33,1956,1956,0.76,0.912,1.672,False
JacksonCore,25,mutant-5,1805,1805,0.619,0.818,1.437,False
JacksonCore,25,mutant-40,1950,1950,0.509,0.815,1.324,False
JacksonCore,25,mutant-36,1956,1956,0.692,0.886,1.578,False
JacksonCore,25,mutant-6,1956,1956,0.692,0.912,1.604,False
JacksonCore,25,mutant-35,1957,1957,0.583,0.87,1.453,False
JacksonCore,25,mutant-21,1950,1950,0.509,0.863,1.372,False
JacksonCore,25,mutant-13,1807,1807,0.5,0.588,1.088,False
JacksonCore,25,mutant-29,1806,1806,0.833,0.833,1.666,False
JacksonCore,25,mutant-41,1950,1950,0.509,0.846,1.355,False
JacksonCore,25,mutant-37,1956,1956,0.692,0.838,1.53,False
JacksonCore,25,mutant-11,1957,1957,0.467,0.407,0.874,False
JacksonCore,25,mutant-7,1806,1806,0.75,0.769,1.519,False
JacksonCore,25,mutant-16,1956,1956,0.76,0.886,1.646,False
JacksonCore,25,mutant-28,1806,1806,0.833,0.87,1.703,False
JacksonCore,25,mutant-22,1956,1956,0.76,0.833,1.593,False
JacksonCore,8,mutant-2,302,302,0.692,0.923,1.615,False
JacksonCore,8,mutant-1,303,303,0.692,0.92,1.612,False
JacksonCore,8,mutant-5,307,307,0.429,0.375,0.804,False
JacksonCore,8,mutant-6,307,307,0.0,0.5,0.5,False
JacksonCore,8,mutant-4,303,303,0.692,0.958,1.65,False
JacksonCore,8,mutant-3,307,307,0.0,0.571,0.571,False
JacksonCore,17,mutant-9,118,118,0.95,0.885,1.835,False
JacksonCore,17,mutant-15,1883,1883,1.0,0.333,1.333,False
JacksonCore,17,mutant-2,1883,1883,1.0,0.4,1.4,False
JacksonCore,17,mutant-1,1884,1884,0.429,0.727,1.156,False
JacksonCore,17,mutant-5,1883,1883,1.0,1.0,2.0,False
JacksonCore,17,mutant-8,1883,1883,1.0,0.333,1.333,False
JacksonCore,17,mutant-6,1883,1883,1.0,0.4,1.4,False
JacksonCore,17,mutant-4,1883,1883,1.0,0.4,1.4,False
JacksonCore,17,mutant-13,299,299,0.375,0.583,0.958,False
JacksonCore,17,mutant-3,146,146,1.0,0.8,1.8,False
JacksonCore,17,mutant-11,1884,1884,1.0,0.818,1.818,False
JacksonCore,17,mutant-10,1883,1883,1.0,0.5,1.5,False
JacksonCore,17,mutant-7,299,299,1.0,0.846,1.846,False
JacksonCore,17,mutant-12,1883,1,0.0,0.0,0.0,False
JacksonCore,17,mutant-14,1883,1883,1.0,0.4,1.4,False
JacksonCore,4,mutant-2,586,586,0.51,0.75,1.26,False
JacksonCore,4,mutant-1,586,586,0.651,0.833,1.484,False
JacksonCore,9,mutant-1,397,397,0.824,0.927,1.751,False
JacksonCore,21,mutant-20,239,239,0.727,0.773,1.5,False
JacksonCore,21,mutant-15,239,239,0.731,0.955,1.686,False
JacksonCore,21,mutant-10,238,238,0.76,0.826,1.586,False
JacksonCore,21,mutant-19,238,238,0.727,0.773,1.5,False
JxPath,13,mutant-2,415,415,1.0,0.885,1.885,False
JxPath,13,mutant-1,415,415,0.762,0.92,1.682,False
JxPath,12,mutant-1,653,653,0.429,0.824,1.253,False
JxPath,20,mutant-2,87,87,1.0,0.913,1.913,False
JxPath,20,mutant-5,88,88,0.692,0.692,1.384,False
JxPath,20,mutant-6,87,87,0.826,0.826,1.652,False
JxPath,20,mutant-4,88,88,0.889,1.0,1.889,False
JxPath,1,mutant-2,149,150,0.407,0.64,1.047,False
JxPath,1,mutant-1,149,150,0.407,0.667,1.074,False
JxPath,1,mutant-4,149,149,0.812,1.0,1.812,False
JxPath,1,mutant-3,149,149,0.8,0.9,1.7,False
JxPath,22,mutant-9,687,687,1.0,0.917,1.917,False
JxPath,22,mutant-20,685,685,0.886,0.861,1.747,False
JxPath,22,mutant-17,686,686,0.655,0.759,1.414,False
JxPath,22,mutant-15,680,680,1.0,0.929,1.929,False
JxPath,22,mutant-2,687,687,0.613,0.778,1.391,False
JxPath,22,mutant-1,689,689,0.694,0.758,1.452,False
JxPath,22,mutant-5,686,686,0.742,0.897,1.639,False
JxPath,22,mutant-8,682,682,0.389,0.897,1.286,False
JxPath,22,mutant-6,687,688,0.559,0.667,1.226,False
JxPath,22,mutant-21,682,682,0.6,0.852,1.452,False
JxPath,22,mutant-4,681,681,1.0,0.885,1.885,False
JxPath,22,mutant-13,680,680,1.0,1.0,2.0,False
JxPath,22,mutant-3,686,686,0.613,0.733,1.346,False
JxPath,22,mutant-11,685,685,1.0,1.0,2.0,False
JxPath,22,mutant-10,687,688,0.422,0.617,1.039,False
JxPath,22,mutant-7,682,682,0.389,0.897,1.286,False
JxPath,22,mutant-19,680,680,0.852,0.893,1.745,False
JxPath,22,mutant-12,682,682,0.389,0.964,1.353,False
JxPath,22,mutant-16,689,689,0.862,0.793,1.655,False
JxPath,22,mutant-14,680,680,1.0,0.929,1.929,False
JxPath,22,mutant-22,687,687,1.0,0.917,1.917,False
JxPath,22,mutant-18,688,688,0.871,0.906,1.777,False
JxPath,10,mutant-2,42,42,1.0,0.962,1.962,True
JxPath,10,mutant-1,105,105,0.72,0.684,1.404,False
JxPath,10,mutant-4,51,51,0.818,0.842,1.66,False
JxPath,10,mutant-3,105,105,0.72,0.684,1.404,False
JxPath,21,mutant-2,142,142,0.84,0.846,1.686,False
JxPath,21,mutant-1,142,142,1.0,1.0,2.0,False
JxPath,6,mutant-2,57,57,0.382,0.714,1.096,False
JxPath,6,mutant-1,57,57,0.5,0.7,1.2,False
Jsoup,61,mutant-1,1092,1092,0.75,0.905,1.655,True
Jsoup,44,mutant-2,832,832,0.943,0.935,1.878,False
Jsoup,44,mutant-1,832,832,0.943,1.0,1.943,False
Jsoup,44,mutant-5,1109,1109,0.738,0.871,1.609,False
Jsoup,44,mutant-6,1109,1109,0.738,0.871,1.609,False
Jsoup,44,mutant-4,1109,1109,0.795,1.0,1.795,False
Jsoup,44,mutant-3,306,306,0.357,0.607,0.964,False
Jsoup,77,mutant-1,122,122,0.767,0.917,1.684,True
Jsoup,51,mutant-2,300,300,0.778,0.9,1.678,False
Jsoup,51,mutant-1,300,300,0.333,0.524,0.857,False
Jsoup,75,mutant-1,770,770,0.708,0.56,1.268,False
Jsoup,67,mutant-1,501,501,1.0,0.824,1.824,False
Jsoup,68,mutant-2,469,469,0.826,0.8,1.626,True
Jsoup,68,mutant-1,469,469,0.76,0.933,1.693,True
Jsoup,68,mutant-4,704,704,0.56,0.8,1.36,False
Jsoup,68,mutant-3,704,704,0.56,0.8,1.36,False
Jsoup,72,mutant-2,167,167,1.0,0.833,1.833,False
Jsoup,72,mutant-1,58,58,0.333,0.688,1.021,False
Jsoup,40,mutant-1,22,22,0.769,0.727,1.496,True
Jsoup,90,mutant-9,417,417,1.0,1.0,2.0,False
Jsoup,90,mutant-17,416,416,1.0,0.783,1.783,False
Jsoup,90,mutant-15,416,416,0.647,0.773,1.42,False
Jsoup,90,mutant-2,375,375,0.682,0.737,1.419,False
Jsoup,90,mutant-1,425,425,1.0,0.778,1.778,False
Jsoup,90,mutant-5,417,417,1.0,0.909,1.909,False
Jsoup,90,mutant-8,426,426,0.882,0.818,1.7,False
Jsoup,90,mutant-6,425,425,1.0,0.778,1.778,False
Jsoup,90,mutant-4,425,425,1.0,1.0,2.0,False
Jsoup,90,mutant-13,409,409,0.714,0.765,1.479,False
Jsoup,90,mutant-3,416,416,1.0,0.864,1.864,False
Jsoup,90,mutant-11,416,416,1.0,0.864,1.864,False
Jsoup,90,mutant-10,416,416,1.0,0.864,1.864,False
Jsoup,90,mutant-7,425,425,1.0,0.778,1.778,False
Jsoup,90,mutant-19,416,416,1.0,0.783,1.783,False
Jsoup,90,mutant-12,416,416,1.0,0.95,1.95,False
Jsoup,90,mutant-16,407,407,0.742,0.812,1.554,False
Jsoup,90,mutant-18,389,389,0.8,0.821,1.621,False
Jsoup,19,mutant-2,295,295,1.0,0.933,1.933,False
Jsoup,19,mutant-1,301,301,1.0,0.935,1.935,False
Jsoup,46,mutant-1,115,115,1.0,1.0,2.0,False
Jsoup,1,mutant-9,126,126,1.0,0.909,1.909,False
Jsoup,1,mutant-2,126,126,1.0,0.909,1.909,False
Jsoup,1,mutant-1,119,119,0.737,0.684,1.421,False
Jsoup,1,mutant-5,119,119,1.0,0.889,1.889,False
Jsoup,1,mutant-8,119,119,1.0,0.889,1.889,False
Jsoup,1,mutant-6,116,116,0.879,0.857,1.736,False
Jsoup,1,mutant-4,119,119,1.0,0.889,1.889,False
Jsoup,1,mutant-3,107,107,0.875,0.818,1.693,False
Jsoup,1,mutant-11,115,115,0.824,0.861,1.685,False
Jsoup,1,mutant-10,118,118,0.792,0.917,1.709,False
Jsoup,1,mutant-7,118,118,0.739,0.875,1.614,False
Jsoup,1,mutant-12,116,116,0.744,0.971,1.715,False
Jsoup,85,mutant-1,44,44,0.591,0.842,1.433,False
Jsoup,24,mutant-9,525,525,0.8,0.889,1.689,False
Jsoup,24,mutant-2,554,554,0.833,0.966,1.799,False
Jsoup,24,mutant-5,530,530,0.795,0.972,1.767,False
Jsoup,24,mutant-8,558,558,0.875,0.833,1.708,True
Jsoup,24,mutant-6,554,554,0.786,0.897,1.683,False
Jsoup,24,mutant-4,530,530,0.683,0.703,1.386,False
Jsoup,24,mutant-13,530,530,0.738,0.944,1.682,False
Jsoup,24,mutant-3,525,525,0.844,0.963,1.807,False
Jsoup,24,mutant-11,541,541,0.806,0.903,1.709,False
Jsoup,24,mutant-10,530,530,1.0,1.0,2.0,False
Jsoup,24,mutant-7,541,541,0.806,0.903,1.709,False
Jsoup,24,mutant-12,541,541,0.848,0.968,1.816,False
Jsoup,26,mutant-2,42,42,0.882,0.968,1.85,False
Jsoup,26,mutant-1,43,43,0.871,0.962,1.833,False
Jsoup,26,mutant-5,43,43,1.0,0.923,1.923,False
Jsoup,26,mutant-4,40,40,0.778,0.968,1.746,False
Jsoup,26,mutant-3,73,73,0.552,0.649,1.201,False
Jsoup,32,mutant-1,962,962,0.879,0.871,1.75,False
Jsoup,41,mutant-2,1175,1175,0.8,0.625,1.425,False
Jsoup,41,mutant-1,1175,1175,0.8,0.625,1.425,False
Jsoup,41,mutant-5,1175,1175,0.5,0.7,1.2,False
Jsoup,41,mutant-6,1175,1175,0.667,0.75,1.417,False
Jsoup,41,mutant-4,1175,1175,0.667,0.75,1.417,False
Jsoup,41,mutant-3,1175,1175,0.533,0.875,1.408,False
Jsoup,64,mutant-1,1490,1490,1.0,0.931,1.931,False
Jsoup,17,mutant-2,250,250,0.75,0.957,1.707,False
Jsoup,17,mutant-1,250,250,0.621,0.72,1.341,False
Jsoup,17,mutant-3,250,250,0.621,0.72,1.341,False
Jsoup,45,mutant-9,403,403,0.791,1.0,1.791,False
Jsoup,45,mutant-15,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-2,383,383,1.0,0.905,1.905,False
Jsoup,45,mutant-1,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-5,412,412,0.577,0.808,1.385,False
Jsoup,45,mutant-8,403,403,0.732,0.853,1.585,False
Jsoup,45,mutant-6,415,415,0.577,0.808,1.385,False
Jsoup,45,mutant-4,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-13,398,398,1.0,0.909,1.909,False
Jsoup,45,mutant-3,424,424,0.333,0.818,1.151,False
Jsoup,45,mutant-11,394,394,0.825,0.964,1.789,False
Jsoup,45,mutant-10,394,394,0.4,0.821,1.221,False
Jsoup,45,mutant-7,412,412,0.679,1.0,1.679,False
Jsoup,45,mutant-12,398,398,1.0,0.939,1.939,False
Jsoup,45,mutant-16,398,398,1.0,0.912,1.912,False
Jsoup,57,mutant-1,128,128,0.867,0.87,1.737,False
Jsoup,80,mutant-2,91,91,0.941,0.983,1.924,False
Jsoup,80,mutant-1,89,89,1.0,0.965,1.965,False
Jsoup,66,mutant-2,684,684,0.732,0.912,1.644,False
Jsoup,66,mutant-5,276,276,0.543,0.647,1.19,False
Jsoup,66,mutant-8,285,285,0.882,0.842,1.724,False
Jsoup,66,mutant-6,285,285,0.579,0.714,1.293,False
Jsoup,66,mutant-4,276,276,0.535,0.829,1.364,False
Jsoup,66,mutant-3,276,276,0.636,0.917,1.553,False
Jsoup,66,mutant-7,276,276,0.543,0.647,1.19,False
JacksonDatabind,13,mutant-1,416,416,0.762,0.833,1.595,False
JacksonDatabind,51,mutant-1,105,105,0.647,0.75,1.397,False
JacksonDatabind,5,mutant-2,1465,1465,0.667,0.846,1.513,False
JacksonDatabind,5,mutant-1,639,639,0.792,0.946,1.738,False
JacksonDatabind,5,mutant-5,46,46,1.0,0.912,1.912,False
JacksonDatabind,5,mutant-8,1465,1465,0.8,0.875,1.675,False
JacksonDatabind,5,mutant-6,1466,1466,0.895,0.875,1.77,False
JacksonDatabind,5,mutant-4,1465,1465,0.591,0.84,1.431,False
JacksonDatabind,5,mutant-3,594,594,0.6,0.824,1.424,False
JacksonDatabind,5,mutant-7,1465,1465,0.571,0.92,1.491,False
JacksonDatabind,96,mutant-1,735,735,1.0,0.951,1.951,True
JacksonDatabind,28,mutant-1,103,103,0.655,0.72,1.375,False
JacksonDatabind,35,mutant-9,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-2,957,957,1.0,0.9,1.9,False
JacksonDatabind,35,mutant-1,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-5,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-8,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-6,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-4,957,957,1.0,0.923,1.923,False
JacksonDatabind,35,mutant-3,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-11,957,957,0.857,0.825,1.682,False
JacksonDatabind,35,mutant-10,956,956,1.0,0.974,1.974,False
JacksonDatabind,35,mutant-7,956,956,0.829,0.895,1.724,False
JacksonDatabind,76,mutant-1,583,583,0.781,0.833,1.614,True
