bug	s3-tool-buggy	capgen-tool
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Jaid.Lang.38.4	21.126095766533012	0.018683450854195253
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Jaid.Lang.38.3	21.126095766533012	0.17126496616345652
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Jaid.Lang.38.2	6.00225070292594	0.4050925925925926
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Jaid.Lang.55.1	18.077638540295005	0.23076923076923078
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.73	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.38	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.62	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.63	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.46	107.08350846830058	0.004425449291287918
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.115	10.0	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Closure.2	9.016262295086626	0.4884725362813012
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Chart.11	2.0	0.6021505376344085
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Chart.1	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Chart.19	30.072618578288843	0.2029596458464399
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Chart.24	2.0	0.5
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Chart.4	13.066834558920895	0.4534412955465587
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Math.59	2.0	0.7777777777777778
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Math.89	19.059258501998997	0.011197014129565449
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Math.4	17.163941622867853	0.10631629842635748
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Lang.57	2.0	0.5
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Lang.7	49.07657883632882	0.006973378918788847
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Lang.6	2.0	0.6818181818181818
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.AVATAR.Lang.10	30.0	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Closure.18.1	6.0864997216088605	0.2320294640589281
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Closure.73.1	14.09251478702697	0.3270440251572327
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Closure.73.2	22.140189597996898	0.09365351629502573
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Closure.86.1	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Chart.9.1	3.1216899343463202	0.2222222222222222
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Chart.11.1	2.0	0.6666666666666666
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Chart.1.1	4.087129070824723	0.9555555555555556
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.57.1	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.58.1	3.2343585065112235	0.432
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.75.1	7.096492097094749	0.375
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.30.1	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.85.1	6.060663563372276	0.9
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.82.1	9.037749551350624	0.8823529411764706
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.82.2	10.037749551350624	0.6302521008403361
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.5.1	3.5	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Lang.59.1	2.0	0.5494505494505495
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Lang.6.1	1.0	0.9090909090909091
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Closure.126	26.02618364478545	0.07975423776067805
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Closure.115	11.0	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Chart.12	8.006725915674124	0.6821722416418957
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Math.58	3.2343585065112235	0.432
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Math.98	3.037466578120378	0.29650063051702397
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.RSRepair.Closure.126	28.078937401882992	0.007318501170960187
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.RSRepair.Closure.115	21.614662682205775	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Closure.126	8.563564219528015	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Math.50	33.13533127616569	0.004445056856876902
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Lang.10	8.563564219528015	0.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.68	11.164773272317063	0.16921487603305785
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.73	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.6	46.04345544929811	0.1304155582455657
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.62	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.63	1.0	1.0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.115	7.020893309014809	0.24235259346830207
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Chart.20	12.136190841032919	0.196875
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Chart.7	4.0	0.48484848484848486
